,Customer ID,frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,profit_margin,Labels
14,12364.0,3.0,105.0,112.0,229.7266666666667,0.002534309813241986,0.997465690186758,0.6612037132146708,0.8571428571428571,0.19593914392818634,313.06714434433843,4010.668381173521,200.53341905867606,Low
15,12369.0,2.0,228.0,641.0,721.415,0.40266620027099753,0.5973337997290025,0.08404736581709235,0.2631578947368421,0.17911052891974974,1198.7460527847688,1381.9387053426399,69.096935267132,Low
16,12370.0,5.0,617.0,668.0,751.47,0.01789272222436522,0.9821072777756348,0.249752474816578,0.24311183144246354,-0.006640643374114463,893.8948786330644,4439.333070084435,221.96665350422177,Low
17,12371.0,3.0,601.0,645.0,1153.2333333333333,0.014201153331007021,0.985798846668993,0.17815116440839432,0.1497504159733777,-0.02840074843501661,1569.8772705031452,5309.436179562419,265.471808978121,Low
18,12372.0,2.0,225.0,296.0,449.41,0.03172942598500417,0.9682705740149958,0.2586606146409253,0.26666666666666666,0.00800605202574134,747.0628811630829,3360.4942810064617,168.0247140503231,Low
19,12373.0,2.0,362.0,673.0,344.875,0.20319501207941626,0.7968049879205837,0.10740091338482613,0.16574585635359115,0.05834494296876502,573.4752620183137,967.2261370462214,48.361306852311074,Low
20,12374.0,2.0,563.0,588.0,800.34,0.007629121847221421,0.9923708781527786,0.150575201116681,0.10657193605683837,-0.04400326505984262,1329.8064903511429,3633.666954153224,181.68334770766123,Low
21,12375.0,2.0,96.0,98.0,112.56,0.0006846400631509431,0.9993153599368491,0.551633085041262,0.625,0.07336691495873804,187.7000887116026,1932.6528267134752,96.63264133567377,Low
22,12376.0,1.0,28.0,417.0,70.6,0.48445313110295085,0.5155468688970491,0.0741967669215441,1.0714285714285714,0.9972318045070273,350.0243878041264,301.924793581606,15.096239679080302,Low
23,12377.0,3.0,274.0,589.0,738.4533333333334,0.329511986992964,0.670488013007036,0.1311890817980257,0.3284671532846716,0.1972780714866459,1005.3987204892671,1936.6315878050516,96.83157939025259,Low
24,12378.0,1.0,433.0,562.0,4008.62,0.048434029856789795,0.9515659701432102,0.10639825410734813,0.06928406466512702,-0.03711418944222111,19615.685244485587,33240.69266963092,1662.0346334815458,V_High
25,12379.0,4.0,453.0,534.0,312.6975,0.0346696762837605,0.9653303237162395,0.2519679942321077,0.26490066225165565,0.012932668019547955,390.62998821043,1871.0340269696148,93.55170134848075,Low
26,12380.0,9.0,641.0,662.0,708.8166666666667,0.006829107715444427,0.9931708922845556,0.41292465432260766,0.421216848673947,0.008292194351339321,777.6671475259934,6700.228584106185,335.01142920530924,Low
27,12381.0,5.0,115.0,119.0,107.04400000000001,0.0014212130318729255,0.9985787869681271,0.9281448424225438,1.3043478260869565,0.37620298366441274,127.52505905381923,2402.808996849985,120.14044984249925,Low
28,12383.0,5.0,168.0,352.0,247.718,0.32978465207264585,0.6702153479273542,0.2928412806457523,0.8928571428571428,0.6000158622113905,294.818600902675,1199.682119909897,59.98410599549485,Low
29,12384.0,2.0,93.0,121.0,136.735,0.011981947487216704,0.9880180525127833,0.48526819216676925,0.6451612903225807,0.15989309815581149,227.84435324333643,2007.7033026680524,100.38516513340262,Low
30,12386.0,1.0,29.0,366.0,143.0,0.4082598969035006,0.5917401030964994,0.09473145212969437,1.0344827586206897,0.9397513064909954,704.2211277962386,795.7823582146099,39.789117910730496,Low
31,12388.0,7.0,567.0,582.0,491.3557142857143,0.00473318513794696,0.995266814862053,0.37438374990654766,0.37037037037037035,-0.004013379536177308,554.5151380648842,4254.815862251647,212.74079311258234,Low
32,12389.0,2.0,253.0,655.0,634.24,0.365732961323162,0.634267038676838,0.08756296100788824,0.23715415019762845,0.1495911891897402,1053.9859179118052,1298.9847274880908,64.94923637440455,Low
33,12391.0,5.0,641.0,662.0,407.086,0.006440706278768693,0.9935592937212313,0.2546853887572286,0.234009360374415,-0.020676028382813627,484.3435819039151,2476.242889919233,123.81214449596166,Low
34,12393.0,6.0,356.0,428.0,345.4916666666666,0.03880352975026835,0.9611964702497316,0.4137912309877511,0.5056179775280899,0.09182674654033879,398.4887183367959,3195.2777240579335,159.76388620289669,Low
35,12394.0,1.0,154.0,217.0,891.4,0.02686725605671536,0.9731327439432846,0.23195266858231423,0.19480519480519481,-0.03714747377711941,4365.558699758902,16168.41664360694,808.4208321803471,Low
36,12395.0,16.0,587.0,602.0,245.0925,0.005199693008223427,0.9948003069917766,0.7512318060282505,0.817717206132879,0.06648540010462856,257.9796343841661,4133.699227633631,206.68496138168157,Low
37,12397.0,1.0,100.0,135.0,1195.09,0.014287236864540254,0.9857127631354597,0.3214748267635979,0.3,-0.02147482676359791,5851.277041861174,30916.44249142736,1545.822124571368,V_High
38,12399.0,6.0,525.0,644.0,292.72,0.06645140649802628,0.9335485935019737,0.28330806766872724,0.34285714285714286,0.05954907518841562,337.64988495332733,1845.2499671710511,92.26249835855256,Low
39,12402.0,6.0,347.0,670.0,175.40833333333333,0.5705137893267944,0.4294862106732055,0.1258687803254756,0.5187319884726225,0.39286320814714687,202.40486820310758,336.97508552884807,16.848754276442403,Low
40,12403.0,1.0,472.0,521.0,409.70000000000005,0.015837069817025373,0.9841629301829746,0.11745056077791344,0.0635593220338983,-0.053891238744015135,2008.9762459716028,3858.04619225531,192.90230961276552,Low
41,12406.0,6.0,675.0,697.0,865.1683333333334,0.006776373333466257,0.9932236266665337,0.28107414749108744,0.26666666666666666,-0.014407480824420782,997.6079831558536,5718.562205942259,285.928110297113,Low
42,12407.0,4.0,215.0,264.0,370.455,0.023643935554156004,0.976356064445844,0.4503955389302511,0.5581395348837209,0.10774399595346984,462.72758993433183,3942.414645373049,197.12073226865246,Low
43,12408.0,11.0,466.0,498.0,371.4127272727273,0.013534420282550919,0.9864655797174491,0.6255320935940023,0.7081545064377683,0.08262241284376604,400.46300355977576,5187.933338104334,259.3966669052167,Low
44,12409.0,7.0,487.0,565.0,2326.8557142857144,0.03934450868285144,0.9606554913171486,0.3707700729333056,0.43121149897330596,0.06044142604000036,2625.382138449481,19285.412521592618,964.2706260796309,Low
45,12410.0,2.0,201.0,502.0,340.53999999999996,0.27565992334571,0.72434007665429,0.12592412226475058,0.29850746268656714,0.17258334042181656,566.2766937972148,1026.638984974757,51.33194924873786,Low
46,12412.0,7.0,465.0,539.0,272.87857142857143,0.03736616570234874,0.9626338342976513,0.38693781406799915,0.4516129032258065,0.06467508915780734,308.0225717444439,2360.1887688179463,118.00943844089733,Low
47,12413.0,4.0,336.0,402.0,173.53750000000002,0.029925070218658423,0.9700749297813416,0.3214202915582963,0.3571428571428571,0.03572256558456077,216.91917565971045,1317.5885283886362,65.87942641943181,Low
48,12414.0,3.0,246.0,463.0,187.47,0.19345582860382826,0.8065441713961717,0.19389382963934815,0.36585365853658536,0.1719598288972372,255.55959352602568,784.8580132797287,39.24290066398643,Low
49,12415.0,24.0,503.0,527.0,5872.60625,0.01202443759469396,0.987975562405306,1.2212024933874273,1.4314115308151094,0.21020903742768215,6073.997157977576,158142.12709505178,7907.106354752589,High
50,12417.0,26.0,730.0,733.0,246.11961538461537,0.0008644539793866146,0.9991355460206134,0.9979509733536591,1.0684931506849316,0.07054217733127244,253.92612313928015,5541.132340918867,277.05661704594337,Low
51,12418.0,4.0,518.0,630.0,418.2525,0.0505751781137016,0.9494248218862984,0.21468827413811098,0.23166023166023167,0.01697195752212069,522.3923108519305,2120.190437966072,106.0095218983036,Low
52,12419.0,1.0,28.0,413.0,180.1,0.47899571272049135,0.5210042872795086,0.07558095016770629,1.0714285714285714,0.9958476212608651,885.722495941368,779.4337441571906,38.97168720785953,Low
53,12421.0,6.0,490.0,505.0,169.17166666666665,0.004845276982326618,0.9951547230176734,0.37277987931372253,0.36734693877551017,-0.005432940538212361,195.21480679007217,1468.8895250731878,73.44447625365939,Low
54,12422.0,13.0,626.0,721.0,311.1038461538461,0.06951834496572462,0.9304816550342754,0.49618691629558714,0.6230031948881789,0.12681627859259176,331.46202184841843,3321.6449134539903,166.08224567269951,Low
55,12423.0,10.0,465.0,465.0,231.339,0.0,1.0,0.6179019648111337,0.6451612903225807,0.027259325511447052,251.43796373585477,3241.98458555864,162.099229277932,Low
56,12424.0,5.0,570.0,732.0,662.156,0.09178811788890862,0.9082118821110914,0.21294113940901124,0.2631578947368421,0.05021675532783085,787.6801168669334,3158.126625549172,157.9063312774586,Low
57,12425.0,2.0,370.0,448.0,358.3,0.030538554745472624,0.9694614452545274,0.1855174804186457,0.16216216216216217,-0.023355318256483543,595.7684058172186,1942.5853230838597,97.12926615419299,Low
58,12426.0,2.0,468.0,662.0,274.46500000000003,0.0899366319877768,0.9100633680122232,0.12446544880657853,0.12820512820512822,0.003739679398549689,456.55457264171076,968.5344296876458,48.42672148438229,Low
59,12427.0,4.0,360.0,371.0,101.2175,0.0035989322502493204,0.9964010677497507,0.3524460302794698,0.33333333333333337,-0.01911269694613643,126.6434788814118,866.950683254506,43.3475341627253,Low
60,12428.0,9.0,258.0,283.0,323.1088888888889,0.011518967753498477,0.9884810322465015,0.8308790195364176,1.0465116279069768,0.2156326083705592,354.5566960278196,5995.893021555923,299.7946510777962,Low
61,12429.0,6.0,537.0,546.0,1004.6916666666666,0.00275044803232527,0.9972495519676747,0.34940883419137203,0.335195530726257,-0.014213303465115013,1158.4601480759081,8207.049207128617,410.35246035643087,Low
62,12431.0,28.0,658.0,693.0,342.82642857142855,0.02026437369419254,0.9797356263058075,1.1036719488444464,1.2765957446808511,0.17292379583640471,352.88721556791637,8364.858373865543,418.2429186932772,Low
63,12432.0,2.0,130.0,172.0,871.33,0.01867249202504606,0.9813275079749539,0.38731067926073065,0.46153846153846156,0.07422778227773091,1447.6903099626336,9958.824490090441,497.9412245045221,Low
64,12433.0,8.0,476.0,476.0,2553.6075,0.0,1.0,0.4998529830475437,0.5042016806722689,0.004348697624725173,2835.737832621189,29244.17163035871,1462.2085815179355,V_High
65,12434.0,4.0,297.0,381.0,191.2975,0.04454773109062782,0.9554522689093722,0.3307536647069693,0.40404040404040403,0.07328673933343471,239.08864986854041,1468.4409236671645,73.42204618335823,Low
66,12435.0,5.0,658.0,737.0,2583.5860000000002,0.03007528029466211,0.9699247197053379,0.22603280026290218,0.22796352583586627,0.001930725572964087,3072.6995953394794,13742.75601530709,687.1378007653545,Low
67,12437.0,39.0,736.0,737.0,302.98897435897436,0.00028043153641021945,0.9997195684635898,1.4646161579752273,1.5896739130434783,0.125057755068251,309.32340871997906,9985.402762750058,499.27013813750295,Low
68,12438.0,1.0,126.0,140.0,2016.78,0.00500684742776536,0.9949931525722346,0.31737399266367217,0.23809523809523808,-0.07927875456843408,9871.165429763367,52091.14725515071,2604.557362757536,V_High
69,12439.0,1.0,43.0,725.0,76.52000000000001,0.7375516620331442,0.2624483379668558,0.02346339919774271,0.6976744186046512,0.6742110194069084,378.986331184697,103.61624317730434,5.180812158865217,Low
70,12440.0,2.0,260.0,717.0,99.82,0.4270541401062381,0.5729458598937619,0.07300750905934388,0.23076923076923078,0.1577617217098869,166.54443493148722,167.72183053882642,8.386091526941321,Low
71,12444.0,4.0,150.0,171.0,783.8149999999999,0.008694638617295136,0.9913053613827049,0.6216819454047494,0.8,0.17831805459525063,978.7171090200276,11818.150906742976,590.9075453371488,Low
72,12445.0,2.0,398.0,420.0,62.45,0.007155708332255761,0.9928442916677442,0.20046529285441744,0.15075376884422112,-0.04971152401019632,104.4889575560625,376.4752030877846,18.82376015438923,Low
73,12449.0,5.0,416.0,438.0,831.458,0.007576804998756348,0.9924231950012437,0.3627137822476478,0.3605769230769231,-0.002136859170724703,989.0188946232706,7094.048274991641,354.7024137495821,Low
74,12450.0,6.0,318.0,474.0,86.42166666666667,0.1643663997175192,0.8356336002824808,0.33029020868190184,0.5660377358490566,0.23574752716715475,99.81487382449035,565.851777630259,28.292588881512952,Low
75,12451.0,8.0,519.0,529.0,1299.4075,0.0031477917660638344,0.9968522082339362,0.4554794511228112,0.4624277456647399,0.00694829454192869,1443.0345674945083,13557.879180305155,677.8939590152578,Low
76,12454.0,6.0,629.0,682.0,719.8266666666668,0.019320969368834984,0.980679030631165,0.2829284174283682,0.2861685214626391,0.0032401040342708853,830.048040471794,4733.888203552255,236.69441017761275,Low
77,12455.0,9.0,648.0,721.0,471.50222222222214,0.03362558420582795,0.966374415794172,0.37249227344339203,0.41666666666666663,0.0441743932232746,517.3399580810927,3946.80661251078,197.340330625539,Low
78,12456.0,3.0,210.0,254.0,737.9066666666668,0.019109627109009875,0.9808903728909901,0.3799807585091538,0.42857142857142855,0.04859067006227474,1004.6547559602616,7059.768423288286,352.9884211644143,Low
79,12457.0,10.0,377.0,435.0,183.96300000000002,0.035722834035089024,0.964277165964911,0.6300089263060843,0.7957559681697614,0.16574704186367706,199.96696266184443,2524.511367508879,126.22556837544397,Low
80,12458.0,3.0,416.0,487.0,465.6266666666667,0.028148940959419333,0.9718510590405807,0.2238819252816688,0.21634615384615385,-0.007535771435514954,634.1059840865485,2629.2267490402915,131.4613374520146,Low
81,12461.0,1.0,60.0,154.0,200.0,0.055922160462069326,0.9440778395379307,0.28368714002312934,0.5,0.21631285997687066,983.0776772375425,4324.653873486212,216.23269367431064,Low
82,12462.0,3.0,301.0,303.0,120.63333333333333,0.0006333733628166582,0.9993666266371833,0.33859271437662203,0.2990033222591362,-0.039589392117485855,164.60085711693918,1054.164932706895,52.70824663534475,Low
83,12463.0,5.0,195.0,241.0,191.812,0.024365746300124225,0.9756342536998758,0.570211220314021,0.7692307692307692,0.1990195489167481,228.33358767633518,2507.9583988996733,125.39791994498367,Low
84,12464.0,6.0,299.0,309.0,166.35833333333332,0.003439169215792015,0.996560830784208,0.5576584505753374,0.6020066889632107,0.044348238387873384,191.97140121412247,2146.794292075939,107.33971460379696,Low
85,12465.0,2.0,162.0,169.0,146.475,0.0024057599533815477,0.9975942400466185,0.3983329015471469,0.37037037037037035,-0.02796253117677655,244.01829891196462,1766.4673764117565,88.32336882058783,Low
86,12468.0,9.0,546.0,689.0,403.3488888888889,0.12321067373106276,0.8767893262689372,0.3518744422694536,0.4945054945054945,0.14263105223604094,442.57769167332015,2947.4350501695667,147.37175250847835,Low
87,12469.0,1.0,14.0,536.0,1113.7,0.6750398783816206,0.3249601216183794,0.037848784124437956,2.142857142857143,2.1050083587327046,5453.099242579987,2298.1346290606807,114.90673145303404,Low
88,12471.0,90.0,735.0,737.0,421.8778888888889,0.0006126826236306782,0.9993873173763693,3.310975286537552,3.673469387755102,0.3624941012175502,425.6511396079891,31317.113130523783,1565.8556565261893,V_High
89,12472.0,36.0,700.0,730.0,472.70750000000004,0.01773409451993102,0.982265905480069,1.3436651635337324,1.542857142857143,0.19919197932341048,483.41724788591176,14080.987321201703,704.0493660600852,Low
90,12473.0,4.0,162.0,191.0,553.01,0.01280433767695155,0.9871956623230485,0.5746724678782406,0.7407407407407407,0.16606827286250014,690.6075653956469,7642.419277530612,382.1209638765306,Low
91,12474.0,45.0,649.0,666.0,262.39444444444445,0.008409998671637942,0.9915900013283621,1.8253167245236224,2.080123266563944,0.2548065420403218,267.13846351259224,10645.13891963414,532.2569459817071,Low
92,12475.0,1.0,356.0,409.0,723.38,0.018376355007736822,0.9816236449922632,0.14354828606918016,0.08426966292134831,-0.059278623147831846,3543.5678675285885,8235.47856313119,411.7739281565595,Low
93,12476.0,25.0,500.0,501.0,499.3552,0.0003004558989699868,0.99969954410103,1.3409708722895155,1.5,0.1590291277104845,515.8080333136377,14914.514927075357,745.7257463537679,Low
94,12477.0,11.0,601.0,623.0,1650.219090909091,0.007604430216476499,0.9923955697835235,0.5186729883895027,0.5490848585690516,0.03041187017954894,1778.9724201734762,19380.25296212624,969.0126481063121,Low
95,12480.0,7.0,479.0,507.0,711.8857142857142,0.010103280300168715,0.9898967196998313,0.419293830929671,0.4384133611691023,0.019119530239431304,803.3238003339198,6835.018376661486,341.75091883307437,Low
96,12481.0,15.0,585.0,607.0,616.4953333333334,0.008223013285334368,0.9917769867146656,0.7009054747526631,0.7692307692307692,0.06832529447810609,651.092135286967,9688.426015254712,484.42130076273565,Low
97,12482.0,6.0,204.0,653.0,2575.9616666666666,0.9429446995604643,0.057055300439535696,0.017104584729823867,0.8823529411764706,0.8652483564466467,2969.9290625270232,502.69186966788703,25.134593483394355,Low
98,12483.0,21.0,660.0,677.0,218.34142857142857,0.00614549499027206,0.9938545050097279,0.8711356326903852,0.9545454545454545,0.08340982185506929,226.98599039539306,4268.045190659723,213.40225953298614,Low
99,12484.0,15.0,704.0,736.0,420.47999999999996,0.012289210455608157,0.9877107895443918,0.5887867356061726,0.6392045454545454,0.05041780984837285,444.09791361695903,5579.350980896959,278.967549044848,Low
100,12488.0,2.0,66.0,75.0,372.635,0.003363885809624101,0.9966361141903759,0.6279707275775204,0.9090909090909092,0.2811201815133888,619.5726677432747,7344.725023431341,367.23625117156706,Low
101,12490.0,21.0,733.0,738.0,438.7952380952381,0.0014650758028362798,0.9985349241971637,0.8106264675179385,0.859481582537517,0.04885511501957851,456.12066331928014,8042.85467616012,402.142733808006,Low
102,12492.0,2.0,340.0,403.0,131.60500000000002,0.024187374558853558,0.9758126254411464,0.20384933016073165,0.1764705882352941,-0.027378741925437544,219.32563237269343,788.4329058768466,39.42164529384233,Low
103,12493.0,2.0,32.0,197.0,92.14500000000001,0.2298866568071224,0.7701133431928776,0.27725619053956163,1.875,1.5977438094604384,153.79956501293267,584.7731517460717,29.238657587303585,Low
104,12494.0,14.0,567.0,576.0,99.90357142857144,0.0028746846258397296,0.9971253153741603,0.6926891090256466,0.7407407407407407,0.04805163171509408,105.99470564251386,1559.6263303443902,77.98131651721951,Low
105,12497.0,3.0,601.0,682.0,2082.8333333333335,0.028864504202185448,0.9711354957978146,0.16707080634701788,0.1497504159733777,-0.017320390373640165,2834.979879338916,8904.885903506536,445.24429517532684,Low
106,12498.0,1.0,36.0,57.0,156.45,0.00866864107111609,0.9913313589288839,0.497692721154528,0.8333333333333333,0.33564061217880525,770.0214890240551,6655.1176704076715,332.7558835203836,Low
107,12500.0,20.0,650.0,673.0,273.544,0.009041721347900156,0.9909582786520998,0.8342351741429822,0.9230769230769231,0.08884174893394092,284.92561010505625,5109.551148137335,255.47755740686677,Low
108,12502.0,4.0,214.0,309.0,776.655,0.06432812961999279,0.9356718703800072,0.382674569223644,0.5607476635514018,0.1780730943277578,969.7794155889903,6695.452286104116,334.7726143052058,Low
109,12504.0,4.0,578.0,596.0,69.15,0.005523848256540176,0.9944761517434598,0.23605059218567892,0.20761245674740486,-0.02843813543827406,86.61422132557536,401.21515925558515,20.06075796277926,Low
110,12507.0,3.0,450.0,584.0,419.3533333333333,0.06307473452494394,0.9369252654750561,0.18468445600228692,0.2,0.015315543997713094,571.1321085276766,1908.5554448217467,95.42777224108734,Low
111,12508.0,1.0,3.0,29.0,123.08,0.012182432959133571,0.9878175670408664,0.615035651561624,10.0,9.384964348438377,606.7681020967515,6708.318363557087,335.41591817785434,Low
112,12510.0,9.0,593.0,735.0,364.60555555555555,0.1113480567641546,0.8886519432358454,0.33670950750676193,0.4553119730185497,0.11860246551178777,400.0773579915466,2591.6171865111705,129.58085932555852,Low
113,12514.0,1.0,374.0,641.0,1017.68,0.1268830408600261,0.8731169591399739,0.08704934045739293,0.08021390374331551,-0.0068354367140774225,4983.34826227553,6551.498102303487,327.5749051151744,Low
114,12516.0,3.0,522.0,599.0,653.0533333333334,0.02862980843835783,0.9713701915616422,0.18729440249582624,0.1724137931034483,-0.014880609392377953,889.1769446775472,3110.8675904722045,155.54337952361024,Low
115,12517.0,3.0,162.0,190.0,565.98,0.01157085865167451,0.9884291413483255,0.4711436983195267,0.5555555555555556,0.0844118572360289,770.6779115880175,6807.833433143668,340.39167165718345,Low
116,12518.0,4.0,110.0,110.0,433.015,0.0,1.0,0.8206933428172766,1.0909090909090908,0.27021574809181426,540.8200621474176,8891.828336601737,444.59141683008687,Low
117,12519.0,2.0,413.0,476.0,154.74499999999998,0.02286994812984855,0.9771300518701515,0.17770160700412269,0.14527845036319614,-0.03242315664092654,257.7512076059641,812.8926884312115,40.644634421560575,Low
118,12520.0,5.0,194.0,273.0,319.018,0.05787393648213979,0.9421260635178602,0.5017833659567638,0.7731958762886597,0.27141251033189595,379.61059895365395,3516.090215809369,175.80451079046847,Low
119,12522.0,1.0,12.0,51.0,103.32,0.01992596048613604,0.980074039513864,0.5133430796522758,2.5,1.9866569203477242,510.09783162376607,4497.261428564146,224.8630714282073,Low
120,12523.0,29.0,736.0,737.0,146.5448275862069,0.00027872368979808826,0.9997212763102019,1.1023710062569672,1.1820652173913044,0.07969421113433728,150.7121660152006,3643.6247507812836,182.1812375390642,Low
121,12524.0,16.0,660.0,669.0,658.27875,0.0027924584539581465,0.9972075415460419,0.686417715245147,0.7272727272727273,0.04085501202758024,692.7864874052251,10207.680045264768,510.3840022632384,Low
122,12525.0,6.0,244.0,735.0,146.8216666666667,0.939942079166135,0.06005792083386497,0.01621146760703837,0.7377049180327868,0.7214934504257484,169.448178369761,28.791543465855767,1.4395771732927884,Low
123,12526.0,2.0,94.0,94.0,398.17999999999995,0.0,1.0,0.5641689654855443,0.6382978723404256,0.07412890685488127,661.9919123125875,6994.553527694781,349.7276763847391,Low
124,12527.0,4.0,448.0,529.0,108.42750000000001,0.03484346920786863,0.9651565307921314,0.2539639237995845,0.26785714285714285,0.01389321905755836,135.64358637272173,654.4586069109962,32.72293034554981,Low
125,12528.0,7.0,303.0,312.0,204.10714285714286,0.0030959737926349318,0.9969040262073651,0.6281676997698573,0.693069306930693,0.0649016071608357,230.43255158760496,2934.4880578133284,146.72440289066643,Low
126,12530.0,10.0,583.0,642.0,333.286,0.02753084772203429,0.9724691522779657,0.455212424271005,0.5145797598627787,0.05936733559177371,362.1968742916664,3390.7316571502247,169.53658285751123,Low
127,12531.0,2.0,672.0,686.0,45.535,0.004012339784981944,0.9959876602150181,0.1319946143256234,0.08928571428571427,-0.042708900039909126,76.40042665412753,184.73573857777984,9.236786928888993,Low
128,12533.0,4.0,120.0,738.0,55.01750000000002,0.9702632301416663,0.02973676985833372,0.0058453141919636385,1.0,0.9941546858080363,68.97288718952304,4.089514926447793,0.20447574632238963,Low
129,12535.0,1.0,95.0,186.0,344.9,0.048175149522851624,0.9518248504771484,0.2525709487557675,0.3157894736842105,0.06321852492844299,1691.9603792383307,6664.337969448936,333.2168984724468,Low
130,12538.0,1.0,349.0,378.0,363.95,0.009579044772338507,0.9904209552276615,0.15447195482951204,0.08595988538681948,-0.06851206944269256,1785.157173393714,4499.579709983821,224.97898549919105,Low
131,12539.0,5.0,694.0,716.0,869.9680000000001,0.006626603404120579,0.9933733965958794,0.23754130933074374,0.21613832853025935,-0.02140298080048439,1034.8160873994727,4950.72914401404,247.536457200702,Low
132,12540.0,32.0,713.0,732.0,677.9590625,0.007877964444646168,0.9921220355553538,1.2091648300721782,1.3464235624123422,0.13725873234016395,695.2747963025873,18348.095566585096,917.4047783292549,Low
133,12541.0,2.0,251.0,280.0,334.39,0.010542826333413524,0.9894571736665865,0.2758195932617457,0.23904382470119523,-0.03677576856055048,556.0641921686662,2734.405070400342,136.7202535200171,Low
134,12542.0,3.0,156.0,640.0,19.53,0.761866935169638,0.23813306483036198,0.043330306232197593,0.576923076923077,0.5335927706908794,27.008246572627062,13.322093049775303,0.6661046524887652,Low
135,12545.0,1.0,184.0,259.0,372.24,0.03197339826552603,0.968026601734474,0.20278569307269623,0.16304347826086957,-0.03974221481182666,1825.713678566844,5870.100262841656,293.5050131420828,Low
136,12546.0,2.0,31.0,77.0,190.65,0.02768892551630142,0.9723110744836986,0.6051997912846964,1.935483870967742,1.3302840796830457,317.37395085361266,3481.114039162741,174.05570195813706,Low
137,12547.0,2.0,303.0,500.0,103.9,0.11516226422727749,0.8848377357727225,0.15434930347457967,0.19801980198019803,0.043670498505618355,173.31955796310973,437.22701988674163,21.861350994337084,Low
138,12549.0,4.0,122.0,697.0,254.315,0.9590088625724486,0.0409911374275515,0.008478233707961035,0.9836065573770493,0.9751283236690882,317.75221073312053,27.091390455150272,1.3545695227575136,Low
139,12552.0,1.0,1.0,39.0,120.0,0.02014584752106896,0.979854152478931,0.5618806829582657,30.0,29.438119317041735,591.7000639865897,5798.741505466093,289.9370752733047,Low
140,12553.0,15.0,415.0,423.0,267.38866666666667,0.002748694697292553,0.9972513053027074,0.9585316036045273,1.0843373493975903,0.12580574579306303,282.4318804099121,5716.642305406742,285.8321152703371,Low
141,12556.0,1.0,101.0,151.0,290.81,0.021924870928526796,0.9780751290714732,0.2975975686788832,0.297029702970297,-0.0005678657085861905,1427.3401904790303,6881.294970295851,344.0647485147926,Low
142,12557.0,7.0,706.0,722.0,2394.785714285714,0.004786632909269839,0.9952133670907302,0.30967707111484755,0.29745042492917845,-0.012226646185669099,2702.0228332662205,17300.094957483718,865.0047478741859,Low
